ticker,candidate_id,lot_id,status,entry_trade_day,opened_at,due_exit_at,signal_score,estimated_decile_score,entry_fill_qty,entry_fill_count,prev_close_day,prev_close,buy_day_open,overnight_gap_pct,entry_avg_price,outcome_day,outcome_basis,outcome_close,actual_return_pct,current_mark_return_pct,realized_return_pct,last_mark_price
GO,GO|2026-03-06|2026-03-09 23:52:47,lot_767929356f324127,open,2026-03-10,2026-03-10T13:44:27+00:00,2026-03-12T09:30:00-04:00,1.543135035501188,0.980320411783422,165,1,2026-03-09,6.08,6.3,3.6184210526315708,6.11,2026-03-11,latest_close_fallback,6.1111,0.01800327332242002,-0.327332242225864,0.0,6.09
RC,RC|2026-03-05|2026-03-09 21:52:47,lot_34f6791355a24396,open,2026-03-10,2026-03-10T13:50:31+00:00,2026-03-12T09:30:00-04:00,1.0303005620257546,0.9509073888414482,153,2,2026-03-09,1.85,1.9,2.7027027027026973,1.9699999999999998,2026-03-11,latest_close_fallback,1.87,-5.076142131979678,-5.583756345177648,0.0,1.86
TKNO,TKNO|2026-03-06|2026-03-09 21:52:47,lot_ce429ce3368b4a0f,open,2026-03-10,2026-03-10T13:50:29+00:00,2026-03-12T09:30:00-04:00,1.2610211680740937,0.9686545913370952,147,1,2026-03-09,2.12,2.3,8.490566037735835,2.29,2026-03-11,latest_close_fallback,2.58,12.66375545851528,12.227074235807844,0.0,2.57
TTEC,TTEC|2026-03-05|2026-03-09 23:52:47,lot_564e11efb68740c0,open,2026-03-10,2026-03-10T13:50:31+00:00,2026-03-12T09:30:00-04:00,0.9536720213002484,0.9423459224783366,91,1,2026-03-09,2.49,2.69,8.032128514056215,3.0800000000000005,2026-03-11,latest_close_fallback,2.745,-10.876623376623385,-11.363636363636376,0.0,2.73
ADV,ADV|2026-03-06|2026-03-10 21:52:47,lot_70052a268f5042ed,open,2026-03-11,2026-03-11T13:33:30+00:00,2026-03-13T09:30:00-04:00,1.6111774628611395,0.981922053223756,673,1,2026-03-10,0.6733,0.6801,1.0099509876726698,0.73,2026-03-11,latest_close_fallback,0.7071,-3.1369863013698707,-4.068493150684926,0.0,0.7003
ADV,ADV|2026-03-06|2026-03-10 21:52:47,lot_e9df49e872d747d8,open,2026-03-11,2026-03-11T13:36:20+00:00,2026-03-13T09:30:00-04:00,1.6111774628611395,0.981922053223756,287,1,2026-03-10,0.6733,0.6801,1.0099509876726698,0.73,2026-03-11,latest_close_fallback,0.7071,-3.1369863013698707,-4.068493150684926,0.0,0.7003
ADV,ADV|2026-03-06|2026-03-10 21:52:47,lot_f101a128a56c4d08,open,2026-03-11,2026-03-11T13:39:16+00:00,2026-03-13T09:30:00-04:00,1.6111774628611395,0.981922053223756,442,1,2026-03-10,0.6733,0.6801,1.0099509876726698,0.73,2026-03-11,latest_close_fallback,0.7071,-3.1369863013698707,-4.068493150684926,0.0,0.7003
CJMB,CJMB|2026-03-06|2026-03-10 23:52:49,lot_8117c4a7a56941bf,open,2026-03-11,2026-03-11T13:33:31+00:00,2026-03-13T09:30:00-04:00,0.8756232986195717,0.9324335691043324,193,2,2026-03-10,1.76,1.79,1.7045454545454586,1.83,2026-03-11,latest_close_fallback,1.835,0.2732240437158362,-1.0928961748633892,0.0,1.81
ENTX,ENTX|2026-03-09|2026-03-11 12:52:48,lot_8be561c0ba9c46b3,open,2026-03-11,2026-03-11T13:33:31+00:00,2026-03-13T09:30:00-04:00,0.8493010198985794,0.9282557321659672,230,1,2026-03-10,1.49,1.49,0.0,1.49,2026-03-11,latest_close_fallback,1.56,4.697986577181212,3.3557046979865834,0.0,1.54
MNKD,MNKD|2026-03-10|2026-03-11 01:52:48,lot_dc8080f56e25451f,open,2026-03-11,2026-03-11T13:33:29+00:00,2026-03-13T09:30:00-04:00,1.7114775036777907,0.9842830022385424,172,1,2026-03-10,2.61,2.81,7.662835249042144,2.87,2026-03-11,latest_close_fallback,2.805,-2.2648083623693416,-2.4390243902439157,0.0,2.8
MNKD,MNKD|2026-03-10|2026-03-11 01:52:48,lot_e6f89fcb808149a8,open,2026-03-11,2026-03-11T13:34:20+00:00,2026-03-13T09:30:00-04:00,1.7114775036777907,0.9842830022385424,162,2,2026-03-10,2.61,2.81,7.662835249042144,2.86,2026-03-11,latest_close_fallback,2.805,-1.9230769230769162,-2.0979020979021046,0.0,2.8
SSII,SSII|2026-03-06|2026-03-10 23:52:49,lot_7e4ff55c98a048e7,open,2026-03-11,2026-03-11T13:33:30+00:00,2026-03-13T09:30:00-04:00,2.00086231757288,0.9891435662341196,99,1,2026-03-10,4.42,5.05,14.253393665158365,5.15,2026-03-11,latest_close_fallback,5.05,-1.9417475728155442,-3.106796116504862,0.0,4.99
SSII,SSII|2026-03-06|2026-03-10 23:52:49,lot_879e609140e44b1a,open,2026-03-11,2026-03-11T13:34:18+00:00,2026-03-13T09:30:00-04:00,2.00086231757288,0.9891435662341196,170,3,2026-03-10,4.42,5.05,14.253393665158365,5.15,2026-03-11,latest_close_fallback,5.05,-1.9417475728155442,-3.106796116504862,0.0,4.99
SSP,SSP|2026-03-06|2026-03-10 21:52:47,lot_61d99847a572481b,open,2026-03-11,2026-03-11T13:33:30+00:00,2026-03-13T09:30:00-04:00,0.888399520343718,0.9344145627710528,77,1,2026-03-10,4.4,4.7,6.818181818181812,4.66,2026-03-11,latest_close_fallback,4.2099,-9.658798283261804,-10.51502145922747,0.0,4.17
SSP,SSP|2026-03-06|2026-03-10 21:52:47,lot_20133b5f0d1d4102,open,2026-03-11,2026-03-11T13:41:00+00:00,2026-03-13T09:30:00-04:00,0.888399520343718,0.9344145627710528,86,1,2026-03-10,4.4,4.7,6.818181818181812,4.65,2026-03-11,latest_close_fallback,4.2099,-9.464516129032264,-10.322580645161295,0.0,4.17
TDUP,TDUP|2026-03-10|2026-03-10 23:52:49,lot_b64309430395415b,open,2026-03-11,2026-03-11T13:33:33+00:00,2026-03-13T09:30:00-04:00,0.7332887861173574,0.9050213163459376,71,1,2026-03-10,3.73,3.91,4.825737265415553,3.9300000000000006,2026-03-11,latest_close_fallback,3.955,0.6361323155216203,0.7633587786259444,0.0,3.96
