candidate,arm_gain_pct,trail_drawdown_pct,reentry_mode,val_n_trades,val_n_stopped,val_stop_rate_pct,val_n_reentered,val_reentry_rate_among_stopped_pct,val_baseline_mean_ret_pct,val_strategy_mean_ret_pct,val_delta_mean_ret_pct,val_baseline_win_rate_pct,val_strategy_win_rate_pct,val_delta_win_rate_pct,test_n_trades,test_n_stopped,test_stop_rate_pct,test_n_reentered,test_reentry_rate_among_stopped_pct,test_baseline_mean_ret_pct,test_strategy_mean_ret_pct,test_delta_mean_ret_pct,test_baseline_win_rate_pct,test_strategy_win_rate_pct,test_delta_win_rate_pct
trail_after_1_dd_1_reclaim_peak_else_close,1.0,1.0,reclaim_peak_else_close,416,285,68.50961538461539,285,100.0,1.7203530096153843,0.7939131119214633,-0.926439897693921,55.769230769230774,51.442307692307686,-4.326923076923087,422,313,74.17061611374407,313,100.0,1.4021763981042652,0.967859734618623,-0.43431666348564224,50.71090047393365,52.60663507109005,1.8957345971563981
trail_after_2_dd_0.5_reclaim_peak_else_out,2.0,0.5,reclaim_peak_else_out,416,254,61.057692307692314,190,74.80314960629921,1.7203530096153843,0.783837687002693,-0.9365153226126913,55.769230769230774,55.769230769230774,0.0,422,249,59.0047393364929,178,71.4859437751004,1.4021763981042652,0.8253614502018649,-0.5768149479024003,50.71090047393365,54.02843601895735,3.317535545023702
trail_after_2_dd_1.5_reclaim_peak_else_close,2.0,1.5,reclaim_peak_else_close,416,235,56.49038461538461,235,100.0,1.7203530096153843,0.7549324953525021,-0.9654205142628822,55.769230769230774,51.682692307692314,-4.08653846153846,422,235,55.687203791469194,235,100.0,1.4021763981042652,0.9796995640738407,-0.42247683403042446,50.71090047393365,52.3696682464455,1.658767772511851
trail_after_2_dd_1.5_stay_out,2.0,1.5,stay_out,416,235,56.49038461538461,0,0.0,1.7203530096153843,0.7469639446756609,-0.9733890649397234,55.769230769230774,64.90384615384616,9.134615384615387,422,235,55.687203791469194,0,0.0,1.4021763981042652,1.006219682574131,-0.39595671553013423,50.71090047393365,64.92890995260665,14.218009478672997
trail_after_2_dd_1_stay_out,2.0,1.0,stay_out,416,244,58.65384615384615,0,0.0,1.7203530096153843,0.741957789609352,-0.9783952200060323,55.769230769230774,67.54807692307693,11.77884615384616,422,244,57.81990521327014,0,0.0,1.4021763981042652,0.9756885049890076,-0.4264878931152576,50.71090047393365,66.82464454976304,16.113744075829388
trail_after_2_dd_0.5_stay_out,2.0,0.5,stay_out,416,254,61.057692307692314,0,0.0,1.7203530096153843,0.7392196372107147,-0.9811333724046696,55.769230769230774,69.47115384615384,13.701923076923066,422,249,59.0047393364929,0,0.0,1.4021763981042652,0.9786982852298486,-0.4234781128744166,50.71090047393365,68.24644549763033,17.535545023696685
trail_after_0.5_dd_0.5_reclaim_peak_else_out,0.5,0.5,reclaim_peak_else_out,416,333,80.04807692307693,251,75.37537537537537,1.7203530096153843,0.7046474065464735,-1.015705603068911,55.769230769230774,52.644230769230774,-3.125,422,345,81.75355450236967,249,72.17391304347827,1.4021763981042652,0.6123390348749884,-0.7898373632292768,50.71090047393365,51.18483412322274,0.4739336492890942
trail_after_1_dd_0.5_reclaim_peak_else_out,1.0,0.5,reclaim_peak_else_out,416,297,71.39423076923077,231,77.77777777777779,1.7203530096153843,0.6957044217943967,-1.0246485878209874,55.769230769230774,54.567307692307686,-1.2019230769230873,422,319,75.59241706161137,230,72.10031347962382,1.4021763981042652,0.7230041604422663,-0.6791722376619989,50.71090047393365,54.02843601895735,3.317535545023702
trail_after_1_dd_2_reclaim_peak_else_close,1.0,2.0,reclaim_peak_else_close,416,261,62.74038461538461,261,100.0,1.7203530096153843,0.6912811969427367,-1.0290718126726475,55.769230769230774,49.03846153846153,-6.730769230769241,422,291,68.95734597156398,291,100.0,1.4021763981042652,0.8302766617626751,-0.5718997363415901,50.71090047393365,51.8957345971564,1.1848341232227497
trail_after_0.5_dd_1.5_reclaim_peak_else_close,0.5,1.5,reclaim_peak_else_close,416,311,74.75961538461539,311,100.0,1.7203530096153843,0.665059101784856,-1.0552939078305283,55.769230769230774,50.0,-5.769230769230774,422,328,77.72511848341233,328,100.0,1.4021763981042652,0.9497899165446505,-0.4523864815596147,50.71090047393365,52.60663507109005,1.8957345971563981
