strategy,pred_threshold,vol_q,vol_cap,lr_q,lr_cap,val_n_trades,val_return_pct,val_max_drawdown_pct,val_objective_val,test_n_trades,test_return_pct,test_max_drawdown_pct,test_sortino_trade,test_cvar5_trade_ret_pct,test_objective_val
vol_cap,0.9,0.75,1.5414717785550087,,,268,932.2812335787034,-9.938240807498255,927.3121131749543,303,312.1491008034613,-10.185191962098338,0.583360889699918,-11.265337500000001,307.05650482241214
vol_and_lossrate_cap,0.7,0.85,1.6510539940685052,0.9,0.6899038461538461,361,875.3299953749554,-6.935921889005547,871.8620344304526,397,302.86984595621516,-8.410031562950525,0.45496022117434687,-11.590395000000001,298.6648301747399
vol_and_lossrate_cap,0.7,0.9,1.9589731815770908,0.75,0.5714285714285714,344,624.4328533203729,-8.579696736060693,620.1430049523426,384,303.83082612307516,-12.02998797080731,0.4711762198681506,-11.86139,297.8158321376715
vol_cap,0.6,0.8,1.3896853904221471,,,398,584.755568073622,-13.918430671304073,577.79635273797,415,299.99444729440114,-10.299905411033405,0.40406918900311434,-11.674395238095238,294.84449458888446
vol_and_lossrate_cap,0.7,0.8,1.4976182675174505,0.9,0.6899038461538461,352,751.6443865380631,-10.70209187801472,746.2933405990558,377,297.4192142642985,-7.9184497867658905,0.44843348262786353,-11.645047368421052,293.45998937091554
vol_cap,0.65,0.8,1.4523487393102141,,,378,1047.3077625580208,-10.486997710601953,1042.06426370272,409,297.9706873156466,-9.083987642699043,0.4319785304662916,-11.29877142857143,293.4286934942971
vol_and_lossrate_cap,0.7,0.9,1.9589731815770908,0.7,0.5454545454545454,335,561.7361234998065,-8.579696736060715,557.4462751317761,366,299.99378764333943,-15.320355890223869,0.4558095183113575,-12.114189473684212,292.3336096982275
vol_and_lossrate_cap,0.6,0.85,1.5524987852113274,0.8,0.6,374,475.7546771964581,-12.650136847402305,469.4296087727569,420,295.1225903556787,-7.854794176505397,0.4078312595530993,-11.37688095238095,291.195193267426
vol_cap,0.85,0.9,2.1440974530569448,,,337,1530.884440210411,-8.766779272707648,1526.5010505740572,355,294.9804233672693,-10.478049365286724,0.4769216287496985,-12.025605555555554,289.7413986846259
vol_and_lossrate_cap,0.8,0.9,2.076876607274869,0.9,0.6666666666666666,345,867.8204201412759,-9.832150000000006,862.9043451412759,362,295.5043692288828,-14.545013978678622,0.5069612640459227,-11.791405263157895,288.2318622395435
vol_and_lossrate_cap,0.75,0.9,2.0278556045998544,0.75,0.5714285714285714,322,571.7411929121139,-6.872818187660979,568.3047838182835,356,293.57166922554256,-11.41710193135701,0.46611615837931053,-11.975538888888888,287.86311825986405
