event_key,ticker,company_name,owner_name,title,trade_date,transaction_date,snapshot_timestamp,snapshot_date,snapshot_kind,snapshot_day_idx,snapshot_price,days_remaining_in_10d_cycle,return_since_first_snapshot_pct,max_intraday_runup_so_far_pct,lookahead_days_used,label_end_date,hit_8pct_intraday_next3d,prob_HGB,prob_XGBoost,prob_ElasticNet,prob_SplineElasticNet,prob_ensemble_raw,prob_ensemble_calibrated,prob_metadata_baseline,prob_global_base_rate
PRKA|2024-09-04,PRKA,"Parks America, Inc","Focused Compounding Capital Management, LLC",Investment Mgr of 10% Owner,2024-09-04,2024-09-06 18:39:19,2024-09-09 09:30:00,2024-09-09,open,0,203.43,9,0.0,54.84441822740009,3,2024-09-11,0,0.1115644821891485,0.09082537889480591,0.0510338185250674,0.10851942309677567,0.09048577567644936,0.0683230578788437,0.31938199896637837,0.10439814814814814
PRKA|2024-09-04,PRKA,"Parks America, Inc","Focused Compounding Capital Management, LLC",Investment Mgr of 10% Owner,2024-09-04,2024-09-06 18:39:19,2024-09-09 16:00:00,2024-09-09,close,1,210.0,8,3.2296121516000476,54.84441822740009,3,2024-09-12,0,0.04173256443385702,0.09082537889480591,0.03966907809616558,0.08503626803209952,0.064315822364232,0.06219246022792403,0.1614620384827558,0.10439814814814814
FRAF|2024-09-04,FRAF,Franklin Financial Services Corp /pa/,Duffey Gregory A,Dir,2024-09-04,2024-09-06 09:49:58,2024-09-10 16:00:00,2024-09-10,close,2,32.14,7,-0.18633540372671176,13.50931677018632,3,2024-09-13,0,0.0005244911058966962,0.06603876501321793,0.029968357424770806,0.01501561380588972,0.027886806837443788,0.05451051736938838,0.03964274344768869,0.10439814814814814
ONEW|2024-09-05,ONEW,Onewater Marine Inc.,Singleton Philip Austin Jr.,CEO - See Remarks,2024-09-05,2024-09-09 16:51:20,2024-09-10 09:30:00,2024-09-10,open,0,22.24,9,0.0,182.32913669064752,3,2024-09-12,0,0.00715046477743436,0.13811561465263367,0.09909236673099056,0.06910813451383364,0.07836664516872306,0.0654173158171411,0.16867411906861446,0.10439814814814814
ONEW|2024-09-05,ONEW,Onewater Marine Inc.,Singleton Philip Austin Jr.,CEO - See Remarks,2024-09-05,2024-09-09 16:51:20,2024-09-10 16:00:00,2024-09-10,close,1,21.48,8,-3.4172661870503496,182.32913669064752,3,2024-09-13,0,0.014082370572338042,0.14181949198246002,0.09270969532027142,0.06489151233132841,0.07837576755159947,0.06541945920202084,0.07685755564338399,0.10439814814814814
PRKA|2024-09-04,PRKA,"Parks America, Inc","Focused Compounding Capital Management, LLC",Investment Mgr of 10% Owner,2024-09-04,2024-09-06 18:39:19,2024-09-10 16:00:00,2024-09-10,close,2,210.0,7,3.2296121516000476,54.84441822740009,3,2024-09-13,0,0.022594746590146122,0.08629798144102097,0.052994063254764946,0.0901358827728081,0.06300566851468503,0.06189944421447578,0.1614620384827558,0.10439814814814814
FRAF|2024-09-04,FRAF,Franklin Financial Services Corp /pa/,Duffey Gregory A,Dir,2024-09-04,2024-09-06 09:49:58,2024-09-11 16:00:00,2024-09-11,close,3,32.26,6,0.18633540372670065,13.50931677018632,3,2024-09-16,0,0.0007323341611538557,0.06603876501321793,0.026696567723682726,0.013772918229373859,0.026810146281857093,0.05429765925981626,0.03964274344768869,0.10439814814814814
ONEW|2024-09-05,ONEW,Onewater Marine Inc.,Singleton Philip Austin Jr.,CEO - See Remarks,2024-09-05,2024-09-09 16:51:20,2024-09-11 16:00:00,2024-09-11,close,2,21.57,7,-3.0125899280575408,182.32913669064752,3,2024-09-16,0,0.020504226840970627,0.13926751911640167,0.0897151565840979,0.05872182586638221,0.0770521821019631,0.06510915291821272,0.07685755564338399,0.10439814814814814
ONEW|2024-09-06,ONEW,Onewater Marine Inc.,Aisquith Anthony M,COO,2024-09-06,2024-09-10 16:53:00,2024-09-11 09:30:00,2024-09-11,open,0,21.7,9,0.0,189.3548387096774,3,2024-09-13,0,0.01558667129242223,0.13811561465263367,0.11145959930621328,0.07689858703203332,0.08551511807082562,0.0671170735871085,0.16866586464642128,0.10439814814814814
ONEW|2024-09-06,ONEW,Onewater Marine Inc.,Aisquith Anthony M,COO,2024-09-06,2024-09-10 16:53:00,2024-09-11 16:00:00,2024-09-11,close,1,21.57,8,-0.5990783410138256,189.3548387096774,3,2024-09-16,0,0.01749128274373407,0.13811561465263367,0.09720993561403532,0.05986215802279187,0.07816974775829873,0.06537106893671486,0.0768533790724031,0.10439814814814814
PRKA|2024-09-04,PRKA,"Parks America, Inc","Focused Compounding Capital Management, LLC",Investment Mgr of 10% Owner,2024-09-04,2024-09-06 18:39:19,2024-09-11 16:00:00,2024-09-11,close,3,210.0,6,3.2296121516000476,54.84441822740009,3,2024-09-16,0,0.027418347565066798,0.08242667466402054,0.04698628854347378,0.07221920732549872,0.05726262952451496,0.060630168003891045,0.1614620384827558,0.10439814814814814
FRAF|2024-09-04,FRAF,Franklin Financial Services Corp /pa/,Duffey Gregory A,Dir,2024-09-04,2024-09-06 09:49:58,2024-09-12 16:00:00,2024-09-12,close,4,32.0,5,-0.6211180124223725,13.50931677018632,3,2024-09-17,0,0.0005338424009413367,0.06603876501321793,0.026366541812263233,0.014705963935358468,0.026911278290445245,0.05431761988940034,0.03964274344768869,0.10439814814814814
